# pixel_no sector_no crate_no pdp_addr pdp_chan pdp_gchan fadc_addr fadc_chan trigger_addr three_pixel_patch four_pixel_patch trace_idx has_pixel ring pixel_x pixel_y pixel_w pixel_q pixel_r pdp_board_rev pixel_dynodes pixel_hv_offset pixel_hv_setpoint pixel_gain_exponent pixel_preamp_gain 
0x1d3 0 0 0x1d 0 156 0x17 15 0x10 6 0 159 1 23 775.000000 707.254080 50.000000 24.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x1d4 0 0 0x1d 7 163 0x17 16 0x10 3 1 160 1 20 625.000000 707.254080 50.000000 21.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x1d5 0 0 0x1d 5 161 0x17 17 0x10 3 1 161 1 20 650.000000 663.952810 50.000000 21.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x1d6 0 0 0x1d 6 162 0x17 18 0x10 3 1 162 1 21 675.000000 707.254080 50.000000 22.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0x1d7 0 0 0x1d 4 160 0x17 19 0x10 2 1 163 1 21 700.000000 663.952810 50.000000 22.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0x1d8 0 0 0x1d 11 167 0x17 20 0x10 6 2 164 1 24 825.000000 707.254080 50.000000 25.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x1d9 0 0 0x1d 9 165 0x17 21 0x10 2 2 165 1 21 725.000000 620.651539 50.000000 22.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x1da 0 0 0x1d 10 166 0x17 22 0x10 6 2 166 1 23 800.000000 663.952810 50.000000 24.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0x1db 0 0 0x1d 8 164 0x17 23 0x10 2 2 167 1 22 750.000000 663.952810 50.000000 23.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0x200 0 1 0x20 3 171 0x21 0 0x20 5 0 168 1 10 -350.000000 317.542648 50.000000 -3.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x201 0 1 0x20 1 169 0x21 1 0x20 5 0 169 1 9 -325.000000 274.241378 50.000000 -3.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x202 0 1 0x20 2 170 0x21 2 0x20 5 0 170 1 9 -300.000000 317.542648 50.000000 -2.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x203 0 1 0x20 0 168 0x21 3 0x20 4 0 171 1 8 -275.000000 274.241378 50.000000 -2.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x204 0 1 0x20 7 175 0x21 4 0x20 1 1 172 1 11 -425.000000 274.241378 50.000000 -5.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x205 0 1 0x20 5 173 0x21 5 0x20 1 1 173 1 10 -400.000000 230.940108 50.000000 -5.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x206 0 1 0x20 6 174 0x21 6 0x20 1 1 174 1 10 -375.000000 274.241378 50.000000 -4.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x207 0 1 0x20 4 172 0x21 7 0x20 0 1 175 1 9 -350.000000 230.940108 50.000000 -4.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x208 0 1 0x20 11 179 0x21 8 0x20 4 2 176 1 7 -225.000000 274.241378 50.000000 -1.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x209 0 1 0x20 9 177 0x21 9 0x20 0 2 177 1 8 -325.000000 187.638837 50.000000 -4.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x20a 0 1 0x20 10 178 0x21 10 0x20 4 2 178 1 7 -250.000000 230.940108 50.000000 -2.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x20b 0 1 0x20 8 176 0x21 11 0x20 0 2 179 1 8 -300.000000 230.940108 50.000000 -3.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x210 0 1 0x21 3 183 0x21 12 0x20 7 0 180 1 14 -500.000000 404.145188 50.000000 -5.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x211 0 1 0x21 1 181 0x21 13 0x20 7 0 181 1 13 -475.000000 360.843918 50.000000 -5.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x212 0 1 0x21 2 182 0x21 14 0x20 7 0 182 1 13 -450.000000 404.145188 50.000000 -4.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x213 0 1 0x21 0 180 0x21 15 0x20 6 0 183 1 12 -425.000000 360.843918 50.000000 -4.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x214 0 1 0x21 7 187 0x21 16 0x20 3 1 184 1 15 -575.000000 360.843918 50.000000 -7.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0x215 0 1 0x21 5 185 0x21 17 0x20 3 1 185 1 14 -550.000000 317.542648 50.000000 -7.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x216 0 1 0x21 6 186 0x21 18 0x20 3 1 186 1 14 -525.000000 360.843918 50.000000 -6.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0x217 0 1 0x21 4 184 0x21 19 0x20 2 1 187 1 13 -500.000000 317.542648 50.000000 -6.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x218 0 1 0x21 11 191 0x21 20 0x20 6 2 188 1 11 -375.000000 360.843918 50.000000 -3.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x219 0 1 0x21 9 189 0x21 21 0x20 2 2 189 1 12 -475.000000 274.241378 50.000000 -6.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x21a 0 1 0x21 10 190 0x21 22 0x20 6 2 190 1 11 -400.000000 317.542648 50.000000 -4.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x21b 0 1 0x21 8 188 0x21 23 0x20 2 2 191 1 12 -450.000000 317.542648 50.000000 -5.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x220 0 1 0x22 3 195 0x22 0 0x20 5 0 192 1 9 -200.000000 404.145188 50.000000 1.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x221 0 1 0x22 1 193 0x22 1 0x20 5 0 193 1 8 -175.000000 360.843918 50.000000 1.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x222 0 1 0x22 2 194 0x22 2 0x20 5 0 194 1 9 -150.000000 404.145188 50.000000 2.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x223 0 1 0x22 0 192 0x22 3 0x20 4 0 195 1 8 -125.000000 360.843918 50.000000 2.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x224 0 1 0x22 7 199 0x22 4 0x20 1 1 196 1 9 -275.000000 360.843918 50.000000 -1.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x225 0 1 0x22 5 197 0x22 5 0x20 1 1 197 1 8 -250.000000 317.542648 50.000000 -1.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x226 0 1 0x22 6 198 0x22 6 0x20 1 1 198 1 8 -225.000000 360.843918 50.000000 0.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x227 0 1 0x22 4 196 0x22 7 0x20 0 1 199 1 7 -200.000000 317.542648 50.000000 0.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x228 0 1 0x22 11 203 0x22 8 0x20 4 2 200 1 8 -75.000000 360.843918 50.000000 3.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x229 0 1 0x22 9 201 0x22 9 0x20 0 2 201 1 6 -175.000000 274.241378 50.000000 0.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x22a 0 1 0x22 10 202 0x22 10 0x20 4 2 202 1 7 -100.000000 317.542648 50.000000 2.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x22b 0 1 0x22 8 200 0x22 11 0x20 0 2 203 1 7 -150.000000 317.542648 50.000000 1.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x230 0 1 0x23 3 207 0x22 12 0x20 7 0 204 1 12 -350.000000 490.747729 50.000000 -1.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x231 0 1 0x23 1 205 0x22 13 0x20 7 0 205 1 11 -325.000000 447.446459 50.000000 -1.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x232 0 1 0x23 2 206 0x22 14 0x20 7 0 206 1 11 -300.000000 490.747729 50.000000 0.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x233 0 1 0x23 0 204 0x22 15 0x20 6 0 207 1 10 -275.000000 447.446459 50.000000 0.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x234 0 1 0x23 7 211 0x22 16 0x20 3 1 208 1 13 -425.000000 447.446459 50.000000 -3.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0x235 0 1 0x23 5 209 0x22 17 0x20 3 1 209 1 12 -400.000000 404.145188 50.000000 -3.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x236 0 1 0x23 6 210 0x22 18 0x20 3 1 210 1 12 -375.000000 447.446459 50.000000 -2.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0x237 0 1 0x23 4 208 0x22 19 0x20 2 1 211 1 11 -350.000000 404.145188 50.000000 -2.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x238 0 1 0x23 11 215 0x22 20 0x20 6 2 212 1 10 -225.000000 447.446459 50.000000 1.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x239 0 1 0x23 9 213 0x22 21 0x20 2 2 213 1 10 -325.000000 360.843918 50.000000 -2.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x23a 0 1 0x23 10 214 0x22 22 0x20 6 2 214 1 9 -250.000000 404.145188 50.000000 0.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x23b 0 1 0x23 8 212 0x22 23 0x20 2 2 215 1 10 -300.000000 404.145188 50.000000 -1.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x240 0 1 0x24 3 219 0x23 0 0x20 5 0 216 1 11 -50.000000 490.747729 50.000000 5.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x241 0 1 0x24 1 217 0x23 1 0x20 5 0 217 1 10 -25.000000 447.446459 50.000000 5.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x242 0 1 0x24 2 218 0x23 2 0x20 5 0 218 1 11 0.000000 490.747729 50.000000 6.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x243 0 1 0x24 0 216 0x23 3 0x20 4 0 219 0 10 25.000000 447.446459 50.000000 6.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x244 0 1 0x24 7 223 0x23 4 0x20 1 1 220 1 10 -125.000000 447.446459 50.000000 3.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x245 0 1 0x24 5 221 0x23 5 0x20 1 1 221 1 9 -100.000000 404.145188 50.000000 3.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x246 0 1 0x24 6 222 0x23 6 0x20 1 1 222 1 10 -75.000000 447.446459 50.000000 4.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x247 0 1 0x24 4 220 0x23 7 0x20 0 1 223 1 9 -50.000000 404.145188 50.000000 4.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x248 0 1 0x24 11 227 0x23 8 0x20 4 2 224 1 10 75.000000 447.446459 50.000000 7.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x249 0 1 0x24 9 225 0x23 9 0x20 0 2 225 1 8 -25.000000 360.843918 50.000000 4.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x24a 0 1 0x24 10 226 0x23 10 0x20 4 2 226 1 9 50.000000 404.145188 50.000000 6.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x24b 0 1 0x24 8 224 0x23 11 0x20 0 2 227 1 9 0.000000 404.145188 50.000000 5.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x250 0 1 0x25 3 231 0x23 12 0x20 7 0 228 1 13 -200.000000 577.350269 50.000000 3.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x251 0 1 0x25 1 229 0x23 13 0x20 7 0 229 1 12 -175.000000 534.048999 50.000000 3.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x252 0 1 0x25 2 230 0x23 14 0x20 7 0 230 1 13 -150.000000 577.350269 50.000000 4.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x253 0 1 0x25 0 228 0x23 15 0x20 6 0 231 1 12 -125.000000 534.048999 50.000000 4.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x254 0 1 0x25 7 235 0x23 16 0x20 3 1 232 1 12 -275.000000 534.048999 50.000000 1.000000 11.000000 0 0 0.000000 0.000000 0.000000 0
0x255 0 1 0x25 5 233 0x23 17 0x20 3 1 233 1 11 -250.000000 490.747729 50.000000 1.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x256 0 1 0x25 6 234 0x23 18 0x20 3 1 234 1 12 -225.000000 534.048999 50.000000 2.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0x257 0 1 0x25 4 232 0x23 19 0x20 2 1 235 1 11 -200.000000 490.747729 50.000000 2.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x258 0 1 0x25 11 239 0x23 20 0x20 6 2 236 1 12 -75.000000 534.048999 50.000000 5.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x259 0 1 0x25 9 237 0x23 21 0x20 2 2 237 1 10 -175.000000 447.446459 50.000000 2.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x25a 0 1 0x25 10 238 0x23 22 0x20 6 2 238 1 11 -100.000000 490.747729 50.000000 4.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x25b 0 1 0x25 8 236 0x23 23 0x20 2 2 239 1 11 -150.000000 490.747729 50.000000 3.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x260 0 1 0x26 3 243 0x24 0 0x20 5 0 240 1 13 100.000000 577.350269 50.000000 9.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x261 0 1 0x26 1 241 0x24 1 0x20 5 0 241 1 12 125.000000 534.048999 50.000000 9.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x262 0 1 0x26 2 242 0x24 2 0x20 5 0 242 1 13 150.000000 577.350269 50.000000 10.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x263 0 1 0x26 0 240 0x24 3 0x20 4 0 243 1 12 175.000000 534.048999 50.000000 10.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x264 0 1 0x26 7 247 0x24 4 0x20 1 1 244 1 12 25.000000 534.048999 50.000000 7.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x265 0 1 0x26 5 245 0x24 5 0x20 1 1 245 1 11 50.000000 490.747729 50.000000 7.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x266 0 1 0x26 6 246 0x24 6 0x20 1 1 246 1 12 75.000000 534.048999 50.000000 8.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x267 0 1 0x26 4 244 0x24 7 0x20 0 1 247 1 11 100.000000 490.747729 50.000000 8.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x268 0 1 0x26 11 251 0x24 8 0x20 4 2 248 1 12 225.000000 534.048999 50.000000 11.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x269 0 1 0x26 9 249 0x24 9 0x20 0 2 249 1 10 125.000000 447.446459 50.000000 8.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x26a 0 1 0x26 10 250 0x24 10 0x20 4 2 250 1 11 200.000000 490.747729 50.000000 10.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x26b 0 1 0x26 8 248 0x24 11 0x20 0 2 251 1 11 150.000000 490.747729 50.000000 9.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x270 0 1 0x27 3 255 0x24 12 0x20 7 0 252 1 15 -50.000000 663.952810 50.000000 7.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x271 0 1 0x27 1 253 0x24 13 0x20 7 0 253 1 14 -25.000000 620.651539 50.000000 7.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x272 0 1 0x27 2 254 0x24 14 0x20 7 0 254 1 15 0.000000 663.952810 50.000000 8.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x273 0 1 0x27 0 252 0x24 15 0x20 6 0 255 1 14 25.000000 620.651539 50.000000 8.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x274 0 1 0x27 7 259 0x24 16 0x20 3 1 256 1 14 -125.000000 620.651539 50.000000 5.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0x275 0 1 0x27 5 257 0x24 17 0x20 3 1 257 1 13 -100.000000 577.350269 50.000000 5.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x276 0 1 0x27 6 258 0x24 18 0x20 3 1 258 1 14 -75.000000 620.651539 50.000000 6.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0x277 0 1 0x27 4 256 0x24 19 0x20 2 1 259 1 13 -50.000000 577.350269 50.000000 6.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x278 0 1 0x27 11 263 0x24 20 0x20 6 2 260 1 14 75.000000 620.651539 50.000000 9.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x279 0 1 0x27 9 261 0x24 21 0x20 2 2 261 1 12 -25.000000 534.048999 50.000000 6.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x27a 0 1 0x27 10 262 0x24 22 0x20 6 2 262 1 13 50.000000 577.350269 50.000000 8.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x27b 0 1 0x27 8 260 0x24 23 0x20 2 2 263 1 13 0.000000 577.350269 50.000000 7.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x280 0 1 0x28 3 267 0x25 0 0x20 5 0 264 1 15 250.000000 663.952810 50.000000 13.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x281 0 1 0x28 1 265 0x25 1 0x20 5 0 265 1 14 275.000000 620.651539 50.000000 13.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x282 0 1 0x28 2 266 0x25 2 0x20 5 0 266 1 15 300.000000 663.952810 50.000000 14.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x283 0 1 0x28 0 264 0x25 3 0x20 4 0 267 1 14 325.000000 620.651539 50.000000 14.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x284 0 1 0x28 7 271 0x25 4 0x20 1 1 268 1 14 175.000000 620.651539 50.000000 11.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x285 0 1 0x28 5 269 0x25 5 0x20 1 1 269 1 13 200.000000 577.350269 50.000000 11.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x286 0 1 0x28 6 270 0x25 6 0x20 1 1 270 1 14 225.000000 620.651539 50.000000 12.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x287 0 1 0x28 4 268 0x25 7 0x20 0 1 271 1 13 250.000000 577.350269 50.000000 12.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x288 0 1 0x28 11 275 0x25 8 0x20 4 2 272 1 14 375.000000 620.651539 50.000000 15.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x289 0 1 0x28 9 273 0x25 9 0x20 0 2 273 1 12 275.000000 534.048999 50.000000 12.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x28a 0 1 0x28 10 274 0x25 10 0x20 4 2 274 1 13 350.000000 577.350269 50.000000 14.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x28b 0 1 0x28 8 272 0x25 11 0x20 0 2 275 1 13 300.000000 577.350269 50.000000 13.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x290 0 1 0x29 3 279 0x25 12 0x20 7 0 276 1 17 100.000000 750.555350 50.000000 11.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x291 0 1 0x29 1 277 0x25 13 0x20 7 0 277 1 16 125.000000 707.254080 50.000000 11.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x292 0 1 0x29 2 278 0x25 14 0x20 7 0 278 1 17 150.000000 750.555350 50.000000 12.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x293 0 1 0x29 0 276 0x25 15 0x20 6 0 279 1 16 175.000000 707.254080 50.000000 12.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x294 0 1 0x29 7 283 0x25 16 0x20 3 1 280 1 16 25.000000 707.254080 50.000000 9.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0x295 0 1 0x29 5 281 0x25 17 0x20 3 1 281 1 15 50.000000 663.952810 50.000000 9.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x296 0 1 0x29 6 282 0x25 18 0x20 3 1 282 1 16 75.000000 707.254080 50.000000 10.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0x297 0 1 0x29 4 280 0x25 19 0x20 2 1 283 1 15 100.000000 663.952810 50.000000 10.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x298 0 1 0x29 11 287 0x25 20 0x20 6 2 284 1 16 225.000000 707.254080 50.000000 13.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x299 0 1 0x29 9 285 0x25 21 0x20 2 2 285 1 14 125.000000 620.651539 50.000000 10.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x29a 0 1 0x29 10 286 0x25 22 0x20 6 2 286 1 15 200.000000 663.952810 50.000000 12.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x29b 0 1 0x29 8 284 0x25 23 0x20 2 2 287 1 15 150.000000 663.952810 50.000000 11.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x2a0 0 1 0x2a 3 291 0x26 0 0x20 5 0 288 1 17 400.000000 750.555350 50.000000 17.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x2a1 0 1 0x2a 1 289 0x26 1 0x20 5 0 289 1 16 425.000000 707.254080 50.000000 17.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x2a2 0 1 0x2a 2 290 0x26 2 0x20 5 0 290 1 17 450.000000 750.555350 50.000000 18.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x2a3 0 1 0x2a 0 288 0x26 3 0x20 4 0 291 1 17 475.000000 707.254080 50.000000 18.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x2a4 0 1 0x2a 7 295 0x26 4 0x20 1 1 292 1 16 325.000000 707.254080 50.000000 15.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x2a5 0 1 0x2a 5 293 0x26 5 0x20 1 1 293 1 15 350.000000 663.952810 50.000000 15.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x2a6 0 1 0x2a 6 294 0x26 6 0x20 1 1 294 1 16 375.000000 707.254080 50.000000 16.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0x2a7 0 1 0x2a 4 292 0x26 7 0x20 0 1 295 1 15 400.000000 663.952810 50.000000 16.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x2a8 0 1 0x2a 11 299 0x26 8 0x20 4 2 296 1 18 525.000000 707.254080 50.000000 19.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x2a9 0 1 0x2a 9 297 0x26 9 0x20 0 2 297 1 15 425.000000 620.651539 50.000000 16.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x2aa 0 1 0x2a 10 298 0x26 10 0x20 4 2 298 1 17 500.000000 663.952810 50.000000 18.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x2ab 0 1 0x2a 8 296 0x26 11 0x20 0 2 299 1 16 450.000000 663.952810 50.000000 17.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x2b0 0 1 0x2b 3 303 0x26 12 0x20 7 0 300 1 19 250.000000 837.157890 50.000000 15.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x2b1 0 1 0x2b 1 301 0x26 13 0x20 7 0 301 1 18 275.000000 793.856620 50.000000 15.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x2b2 0 1 0x2b 2 302 0x26 14 0x20 7 0 302 1 19 300.000000 837.157890 50.000000 16.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x2b3 0 1 0x2b 0 300 0x26 15 0x20 6 0 303 1 18 325.000000 793.856620 50.000000 16.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x2b4 0 1 0x2b 7 307 0x26 16 0x20 3 1 304 1 18 175.000000 793.856620 50.000000 13.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0x2b5 0 1 0x2b 5 305 0x26 17 0x20 3 1 305 1 17 200.000000 750.555350 50.000000 13.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x2b6 0 1 0x2b 6 306 0x26 18 0x20 3 1 306 1 18 225.000000 793.856620 50.000000 14.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0x2b7 0 1 0x2b 4 304 0x26 19 0x20 2 1 307 1 17 250.000000 750.555350 50.000000 14.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0x2b8 0 1 0x2b 11 311 0x26 20 0x20 6 2 308 1 18 375.000000 793.856620 50.000000 17.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x2b9 0 1 0x2b 9 309 0x26 21 0x20 2 2 309 1 16 275.000000 707.254080 50.000000 14.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x2ba 0 1 0x2b 10 310 0x26 22 0x20 6 2 310 1 17 350.000000 750.555350 50.000000 16.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0x2bb 0 1 0x2b 8 308 0x26 23 0x20 2 2 311 1 17 300.000000 750.555350 50.000000 15.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0x2c0 0 1 0x2c 3 315 0x27 0 0x20 5 0 312 1 20 550.000000 837.157890 50.000000 21.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x2c1 0 1 0x2c 1 313 0x27 1 0x20 5 0 313 1 20 575.000000 793.856620 50.000000 21.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x2c2 0 1 0x2c 2 314 0x27 2 0x20 5 0 314 1 21 600.000000 837.157890 50.000000 22.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x2c3 0 1 0x2c 0 312 0x27 3 0x20 4 0 315 1 21 625.000000 793.856620 50.000000 22.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x2c4 0 1 0x2c 7 319 0x27 4 0x20 1 1 316 1 18 475.000000 793.856620 50.000000 19.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0x2c5 0 1 0x2c 5 317 0x27 5 0x20 1 1 317 1 18 500.000000 750.555350 50.000000 19.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x2c6 0 1 0x2c 6 318 0x27 6 0x20 1 1 318 1 19 525.000000 793.856620 50.000000 20.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0x2c7 0 1 0x2c 4 316 0x27 7 0x20 0 1 319 1 19 550.000000 750.555350 50.000000 20.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0x2c8 0 1 0x2c 11 323 0x27 8 0x20 4 2 320 1 22 675.000000 793.856620 50.000000 23.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x2c9 0 1 0x2c 9 321 0x27 9 0x20 0 2 321 1 19 575.000000 707.254080 50.000000 20.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0x2ca 0 1 0x2c 10 322 0x27 10 0x20 4 2 322 1 21 650.000000 750.555350 50.000000 22.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0x2cb 0 1 0x2c 8 320 0x27 11 0x20 0 2 323 1 20 600.000000 750.555350 50.000000 21.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
