# pixel_no sector_no crate_no pdp_addr pdp_chan pdp_gchan fadc_addr fadc_chan trigger_addr three_pixel_patch four_pixel_patch trace_idx has_pixel ring pixel_x pixel_y pixel_w pixel_q pixel_r pdp_board_rev pixel_dynodes pixel_hv_offset pixel_hv_setpoint pixel_gain_exponent pixel_preamp_gain 
0xab3 2 9 0xab 0 1476 0xa6 15 0xa0 6 0 1479 1 18 -850.000000 -115.470054 50.000000 -18.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0xab4 2 9 0xab 7 1483 0xa6 16 0xa0 3 1 1480 1 18 -775.000000 -245.373864 50.000000 -18.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0xab5 2 9 0xab 5 1481 0xa6 17 0xa0 3 1 1481 1 17 -750.000000 -202.072594 50.000000 -17.000000 12.000000 0 0 0.000000 0.000000 0.000000 0
0xab6 2 9 0xab 6 1482 0xa6 18 0xa0 3 1 1482 1 18 -800.000000 -202.072594 50.000000 -18.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0xab7 2 9 0xab 4 1480 0xa6 19 0xa0 2 1 1483 1 17 -775.000000 -158.771324 50.000000 -17.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0xab8 2 9 0xab 11 1487 0xa6 20 0xa0 6 2 1484 1 18 -875.000000 -72.168784 50.000000 -18.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0xab9 2 9 0xab 9 1485 0xa6 21 0xa0 2 2 1485 1 16 -750.000000 -115.470054 50.000000 -16.000000 13.000000 0 0 0.000000 0.000000 0.000000 0
0xaba 2 9 0xab 10 1486 0xa6 22 0xa0 6 2 1486 1 17 -825.000000 -72.168784 50.000000 -17.000000 15.000000 0 0 0.000000 0.000000 0.000000 0
0xabb 2 9 0xab 8 1484 0xa6 23 0xa0 2 2 1487 1 17 -800.000000 -115.470054 50.000000 -17.000000 14.000000 0 0 0.000000 0.000000 0.000000 0
0xac0 2 9 0xac 3 1491 0xa7 0 0xa0 5 0 1488 1 20 -1000.000000 57.735027 50.000000 -19.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0xac1 2 9 0xac 1 1489 0xa7 1 0xa0 5 0 1489 1 20 -975.000000 101.036297 50.000000 -18.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0xac2 2 9 0xac 2 1490 0xa7 2 0xa0 5 0 1490 1 21 -1025.000000 101.036297 50.000000 -19.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0xac3 2 9 0xac 0 1488 0xa7 3 0xa0 4 0 1491 1 21 -1000.000000 144.337567 50.000000 -18.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0xac4 2 9 0xac 7 1495 0xa7 4 0xa0 1 1 1492 1 18 -925.000000 14.433757 50.000000 -18.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0xac5 2 9 0xac 5 1493 0xa7 5 0xa0 1 1 1493 1 18 -900.000000 57.735027 50.000000 -17.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0xac6 2 9 0xac 6 1494 0xa7 6 0xa0 1 1 1494 1 19 -950.000000 57.735027 50.000000 -18.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0xac7 2 9 0xac 4 1492 0xa7 7 0xa0 0 1 1495 1 19 -925.000000 101.036297 50.000000 -17.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0xac8 2 9 0xac 11 1499 0xa7 8 0xa0 4 2 1496 1 22 -1025.000000 187.638837 50.000000 -18.000000 22.000000 0 0 0.000000 0.000000 0.000000 0
0xac9 2 9 0xac 9 1497 0xa7 9 0xa0 0 2 1497 1 19 -900.000000 144.337567 50.000000 -16.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0xaca 2 9 0xac 10 1498 0xa7 10 0xa0 4 2 1498 1 21 -975.000000 187.638837 50.000000 -17.000000 21.000000 0 0 0.000000 0.000000 0.000000 0
0xacb 2 9 0xac 8 1496 0xa7 11 0xa0 0 2 1499 1 20 -950.000000 144.337567 50.000000 -17.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0xad0 2 9 0xad 3 1503 0xa7 12 0xa0 7 0 1500 1 21 -1000.000000 -115.470054 50.000000 -21.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0xad1 2 9 0xad 1 1501 0xa7 13 0xa0 7 0 1501 1 20 -975.000000 -72.168784 50.000000 -20.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0xad2 2 9 0xad 2 1502 0xa7 14 0xa0 7 0 1502 1 21 -1025.000000 -72.168784 50.000000 -21.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0xad3 2 9 0xad 0 1500 0xa7 15 0xa0 6 0 1503 1 20 -1000.000000 -28.867513 50.000000 -20.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0xad4 2 9 0xad 7 1507 0xa7 16 0xa0 3 1 1504 1 20 -925.000000 -158.771324 50.000000 -20.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0xad5 2 9 0xad 5 1505 0xa7 17 0xa0 3 1 1505 1 19 -900.000000 -115.470054 50.000000 -19.000000 16.000000 0 0 0.000000 0.000000 0.000000 0
0xad6 2 9 0xad 6 1506 0xa7 18 0xa0 3 1 1506 1 20 -950.000000 -115.470054 50.000000 -20.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0xad7 2 9 0xad 4 1504 0xa7 19 0xa0 2 1 1507 1 19 -925.000000 -72.168784 50.000000 -19.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0xad8 2 9 0xad 11 1511 0xa7 20 0xa0 6 2 1508 1 20 -1025.000000 14.433757 50.000000 -20.000000 20.000000 0 0 0.000000 0.000000 0.000000 0
0xad9 2 9 0xad 9 1509 0xa7 21 0xa0 2 2 1509 1 18 -900.000000 -28.867513 50.000000 -18.000000 17.000000 0 0 0.000000 0.000000 0.000000 0
0xada 2 9 0xad 10 1510 0xa7 22 0xa0 6 2 1510 1 19 -975.000000 14.433757 50.000000 -19.000000 19.000000 0 0 0.000000 0.000000 0.000000 0
0xadb 2 9 0xad 8 1508 0xa7 23 0xa0 2 2 1511 1 19 -950.000000 -28.867513 50.000000 -19.000000 18.000000 0 0 0.000000 0.000000 0.000000 0
0xb00 2 10 0xb0 3 1515 0xb1 0 0xb0 5 0 1512 1 18 -100.000000 -808.290377 50.000000 -11.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0xb01 2 10 0xb0 1 1513 0xb1 1 0xb0 5 0 1513 1 17 -75.000000 -764.989107 50.000000 -10.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0xb02 2 10 0xb0 2 1514 0xb1 2 0xb0 5 0 1514 1 17 -125.000000 -764.989107 50.000000 -11.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xb03 2 10 0xb0 0 1512 0xb1 3 0xb0 4 0 1515 1 16 -100.000000 -721.687836 50.000000 -10.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xb04 2 10 0xb0 7 1519 0xb1 4 0xb0 1 1 1516 1 19 -25.000000 -851.591647 50.000000 -10.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0xb05 2 10 0xb0 5 1517 0xb1 5 0xb0 1 1 1517 1 18 0.000000 -808.290377 50.000000 -9.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0xb06 2 10 0xb0 6 1518 0xb1 6 0xb0 1 1 1518 1 18 -50.000000 -808.290377 50.000000 -10.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0xb07 2 10 0xb0 4 1516 0xb1 7 0xb0 0 1 1519 1 17 -25.000000 -764.989107 50.000000 -9.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0xb08 2 10 0xb0 11 1523 0xb1 8 0xb0 4 2 1520 1 15 -125.000000 -678.386566 50.000000 -10.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xb09 2 10 0xb0 9 1521 0xb1 9 0xb0 0 2 1521 1 16 0.000000 -721.687836 50.000000 -8.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0xb0a 2 10 0xb0 10 1522 0xb1 10 0xb0 4 2 1522 1 15 -75.000000 -678.386566 50.000000 -9.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xb0b 2 10 0xb0 8 1520 0xb1 11 0xb0 0 2 1523 1 16 -50.000000 -721.687836 50.000000 -9.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0xb10 2 10 0xb1 3 1527 0xb1 12 0xb0 7 0 1524 1 22 -100.000000 -981.495458 50.000000 -13.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0xb11 2 10 0xb1 1 1525 0xb1 13 0xb0 7 0 1525 1 21 -75.000000 -938.194187 50.000000 -12.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0xb12 2 10 0xb1 2 1526 0xb1 14 0xb0 7 0 1526 1 21 -125.000000 -938.194187 50.000000 -13.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0xb13 2 10 0xb1 0 1524 0xb1 15 0xb0 6 0 1527 1 20 -100.000000 -894.892917 50.000000 -12.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0xb14 2 10 0xb1 7 1531 0xb1 16 0xb0 3 1 1528 1 23 -25.000000 -1024.796728 50.000000 -12.000000 -12.000000 0 0 0.000000 0.000000 0.000000 0
0xb15 2 10 0xb1 5 1529 0xb1 17 0xb0 3 1 1529 1 22 0.000000 -981.495458 50.000000 -11.000000 -12.000000 0 0 0.000000 0.000000 0.000000 0
0xb16 2 10 0xb1 6 1530 0xb1 18 0xb0 3 1 1530 1 22 -50.000000 -981.495458 50.000000 -12.000000 -11.000000 0 0 0.000000 0.000000 0.000000 0
0xb17 2 10 0xb1 4 1528 0xb1 19 0xb0 2 1 1531 1 21 -25.000000 -938.194187 50.000000 -11.000000 -11.000000 0 0 0.000000 0.000000 0.000000 0
0xb18 2 10 0xb1 11 1535 0xb1 20 0xb0 6 2 1532 1 19 -125.000000 -851.591647 50.000000 -12.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0xb19 2 10 0xb1 9 1533 0xb1 21 0xb0 2 2 1533 1 20 0.000000 -894.892917 50.000000 -10.000000 -11.000000 0 0 0.000000 0.000000 0.000000 0
0xb1a 2 10 0xb1 10 1534 0xb1 22 0xb0 6 2 1534 1 19 -75.000000 -851.591647 50.000000 -11.000000 -9.000000 0 0 0.000000 0.000000 0.000000 0
0xb1b 2 10 0xb1 8 1532 0xb1 23 0xb0 2 2 1535 1 20 -50.000000 -894.892917 50.000000 -11.000000 -10.000000 0 0 0.000000 0.000000 0.000000 0
0xb20 2 10 0xb2 3 1539 0xb2 0 0xb0 5 0 1536 1 16 -250.000000 -721.687836 50.000000 -13.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xb21 2 10 0xb2 1 1537 0xb2 1 0xb0 5 0 1537 1 15 -225.000000 -678.386566 50.000000 -12.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xb22 2 10 0xb2 2 1538 0xb2 2 0xb0 5 0 1538 1 15 -275.000000 -678.386566 50.000000 -13.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xb23 2 10 0xb2 0 1536 0xb2 3 0xb0 4 0 1539 1 14 -250.000000 -635.085296 50.000000 -12.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xb24 2 10 0xb2 7 1543 0xb2 4 0xb0 1 1 1540 1 17 -175.000000 -764.989107 50.000000 -12.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xb25 2 10 0xb2 5 1541 0xb2 5 0xb0 1 1 1541 1 16 -150.000000 -721.687836 50.000000 -11.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xb26 2 10 0xb2 6 1542 0xb2 6 0xb0 1 1 1542 1 16 -200.000000 -721.687836 50.000000 -12.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xb27 2 10 0xb2 4 1540 0xb2 7 0xb0 0 1 1543 1 15 -175.000000 -678.386566 50.000000 -11.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xb28 2 10 0xb2 11 1547 0xb2 8 0xb0 4 2 1544 1 13 -275.000000 -591.784026 50.000000 -12.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xb29 2 10 0xb2 9 1545 0xb2 9 0xb0 0 2 1545 1 14 -150.000000 -635.085296 50.000000 -10.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xb2a 2 10 0xb2 10 1546 0xb2 10 0xb0 4 2 1546 1 13 -225.000000 -591.784026 50.000000 -11.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xb2b 2 10 0xb2 8 1544 0xb2 11 0xb0 0 2 1547 1 14 -200.000000 -635.085296 50.000000 -11.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xb30 2 10 0xb3 3 1551 0xb2 12 0xb0 7 0 1548 1 20 -250.000000 -894.892917 50.000000 -15.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xb31 2 10 0xb3 1 1549 0xb2 13 0xb0 7 0 1549 1 19 -225.000000 -851.591647 50.000000 -14.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xb32 2 10 0xb3 2 1550 0xb2 14 0xb0 7 0 1550 1 19 -275.000000 -851.591647 50.000000 -15.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xb33 2 10 0xb3 0 1548 0xb2 15 0xb0 6 0 1551 1 18 -250.000000 -808.290377 50.000000 -14.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xb34 2 10 0xb3 7 1555 0xb2 16 0xb0 3 1 1552 1 21 -175.000000 -938.194187 50.000000 -14.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0xb35 2 10 0xb3 5 1553 0xb2 17 0xb0 3 1 1553 1 20 -150.000000 -894.892917 50.000000 -13.000000 -8.000000 0 0 0.000000 0.000000 0.000000 0
0xb36 2 10 0xb3 6 1554 0xb2 18 0xb0 3 1 1554 1 20 -200.000000 -894.892917 50.000000 -14.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xb37 2 10 0xb3 4 1552 0xb2 19 0xb0 2 1 1555 1 19 -175.000000 -851.591647 50.000000 -13.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xb38 2 10 0xb3 11 1559 0xb2 20 0xb0 6 2 1556 1 17 -275.000000 -764.989107 50.000000 -14.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xb39 2 10 0xb3 9 1557 0xb2 21 0xb0 2 2 1557 1 18 -150.000000 -808.290377 50.000000 -12.000000 -7.000000 0 0 0.000000 0.000000 0.000000 0
0xb3a 2 10 0xb3 10 1558 0xb2 22 0xb0 6 2 1558 1 17 -225.000000 -764.989107 50.000000 -13.000000 -5.000000 0 0 0.000000 0.000000 0.000000 0
0xb3b 2 10 0xb3 8 1556 0xb2 23 0xb0 2 2 1559 1 18 -200.000000 -808.290377 50.000000 -13.000000 -6.000000 0 0 0.000000 0.000000 0.000000 0
0xb40 2 10 0xb4 3 1563 0xb3 0 0xb0 5 0 1560 1 15 -400.000000 -635.085296 50.000000 -15.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xb41 2 10 0xb4 1 1561 0xb3 1 0xb0 5 0 1561 1 14 -375.000000 -591.784026 50.000000 -14.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xb42 2 10 0xb4 2 1562 0xb3 2 0xb0 5 0 1562 1 15 -425.000000 -591.784026 50.000000 -15.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xb43 2 10 0xb4 0 1560 0xb3 3 0xb0 4 0 1563 1 14 -400.000000 -548.482756 50.000000 -14.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xb44 2 10 0xb4 7 1567 0xb3 4 0xb0 1 1 1564 1 15 -325.000000 -678.386566 50.000000 -14.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xb45 2 10 0xb4 5 1565 0xb3 5 0xb0 1 1 1565 1 14 -300.000000 -635.085296 50.000000 -13.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xb46 2 10 0xb4 6 1566 0xb3 6 0xb0 1 1 1566 1 14 -350.000000 -635.085296 50.000000 -14.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xb47 2 10 0xb4 4 1564 0xb3 7 0xb0 0 1 1567 1 13 -325.000000 -591.784026 50.000000 -13.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xb48 2 10 0xb4 11 1571 0xb3 8 0xb0 4 2 1568 1 14 -425.000000 -505.181486 50.000000 -14.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xb49 2 10 0xb4 9 1569 0xb3 9 0xb0 0 2 1569 1 12 -300.000000 -548.482756 50.000000 -12.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xb4a 2 10 0xb4 10 1570 0xb3 10 0xb0 4 2 1570 1 13 -375.000000 -505.181486 50.000000 -13.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xb4b 2 10 0xb4 8 1568 0xb3 11 0xb0 0 2 1571 1 13 -350.000000 -548.482756 50.000000 -13.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xb50 2 10 0xb5 3 1575 0xb3 12 0xb0 7 0 1572 1 18 -400.000000 -808.290377 50.000000 -17.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xb51 2 10 0xb5 1 1573 0xb3 13 0xb0 7 0 1573 1 17 -375.000000 -764.989107 50.000000 -16.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xb52 2 10 0xb5 2 1574 0xb3 14 0xb0 7 0 1574 1 17 -425.000000 -764.989107 50.000000 -17.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xb53 2 10 0xb5 0 1572 0xb3 15 0xb0 6 0 1575 1 16 -400.000000 -721.687836 50.000000 -16.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xb54 2 10 0xb5 7 1579 0xb3 16 0xb0 3 1 1576 1 19 -325.000000 -851.591647 50.000000 -16.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xb55 2 10 0xb5 5 1577 0xb3 17 0xb0 3 1 1577 1 18 -300.000000 -808.290377 50.000000 -15.000000 -4.000000 0 0 0.000000 0.000000 0.000000 0
0xb56 2 10 0xb5 6 1578 0xb3 18 0xb0 3 1 1578 1 18 -350.000000 -808.290377 50.000000 -16.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xb57 2 10 0xb5 4 1576 0xb3 19 0xb0 2 1 1579 1 17 -325.000000 -764.989107 50.000000 -15.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xb58 2 10 0xb5 11 1583 0xb3 20 0xb0 6 2 1580 1 16 -425.000000 -678.386566 50.000000 -16.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xb59 2 10 0xb5 9 1581 0xb3 21 0xb0 2 2 1581 1 16 -300.000000 -721.687836 50.000000 -14.000000 -3.000000 0 0 0.000000 0.000000 0.000000 0
0xb5a 2 10 0xb5 10 1582 0xb3 22 0xb0 6 2 1582 1 15 -375.000000 -678.386566 50.000000 -15.000000 -1.000000 0 0 0.000000 0.000000 0.000000 0
0xb5b 2 10 0xb5 8 1580 0xb3 23 0xb0 2 2 1583 1 16 -350.000000 -721.687836 50.000000 -15.000000 -2.000000 0 0 0.000000 0.000000 0.000000 0
0xb60 2 10 0xb6 3 1587 0xb4 0 0xb0 5 0 1584 1 17 -550.000000 -548.482756 50.000000 -17.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xb61 2 10 0xb6 1 1585 0xb4 1 0xb0 5 0 1585 1 16 -525.000000 -505.181486 50.000000 -16.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xb62 2 10 0xb6 2 1586 0xb4 2 0xb0 5 0 1586 1 17 -575.000000 -505.181486 50.000000 -17.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xb63 2 10 0xb6 0 1584 0xb4 3 0xb0 4 0 1587 1 16 -550.000000 -461.880215 50.000000 -16.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xb64 2 10 0xb6 7 1591 0xb4 4 0xb0 1 1 1588 1 16 -475.000000 -591.784026 50.000000 -16.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xb65 2 10 0xb6 5 1589 0xb4 5 0xb0 1 1 1589 1 15 -450.000000 -548.482756 50.000000 -15.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xb66 2 10 0xb6 6 1590 0xb4 6 0xb0 1 1 1590 1 16 -500.000000 -548.482756 50.000000 -16.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xb67 2 10 0xb6 4 1588 0xb4 7 0xb0 0 1 1591 1 15 -475.000000 -505.181486 50.000000 -15.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xb68 2 10 0xb6 11 1595 0xb4 8 0xb0 4 2 1592 1 16 -575.000000 -418.578945 50.000000 -16.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xb69 2 10 0xb6 9 1593 0xb4 9 0xb0 0 2 1593 1 14 -450.000000 -461.880215 50.000000 -14.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xb6a 2 10 0xb6 10 1594 0xb4 10 0xb0 4 2 1594 1 15 -525.000000 -418.578945 50.000000 -15.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xb6b 2 10 0xb6 8 1592 0xb4 11 0xb0 0 2 1595 1 15 -500.000000 -461.880215 50.000000 -15.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xb70 2 10 0xb7 3 1599 0xb4 12 0xb0 7 0 1596 1 19 -550.000000 -721.687836 50.000000 -19.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xb71 2 10 0xb7 1 1597 0xb4 13 0xb0 7 0 1597 1 18 -525.000000 -678.386566 50.000000 -18.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xb72 2 10 0xb7 2 1598 0xb4 14 0xb0 7 0 1598 1 19 -575.000000 -678.386566 50.000000 -19.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xb73 2 10 0xb7 0 1596 0xb4 15 0xb0 6 0 1599 1 18 -550.000000 -635.085296 50.000000 -18.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xb74 2 10 0xb7 7 1603 0xb4 16 0xb0 3 1 1600 1 18 -475.000000 -764.989107 50.000000 -18.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xb75 2 10 0xb7 5 1601 0xb4 17 0xb0 3 1 1601 1 17 -450.000000 -721.687836 50.000000 -17.000000 0.000000 0 0 0.000000 0.000000 0.000000 0
0xb76 2 10 0xb7 6 1602 0xb4 18 0xb0 3 1 1602 1 18 -500.000000 -721.687836 50.000000 -18.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xb77 2 10 0xb7 4 1600 0xb4 19 0xb0 2 1 1603 1 17 -475.000000 -678.386566 50.000000 -17.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xb78 2 10 0xb7 11 1607 0xb4 20 0xb0 6 2 1604 1 18 -575.000000 -591.784026 50.000000 -18.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xb79 2 10 0xb7 9 1605 0xb4 21 0xb0 2 2 1605 1 16 -450.000000 -635.085296 50.000000 -16.000000 1.000000 0 0 0.000000 0.000000 0.000000 0
0xb7a 2 10 0xb7 10 1606 0xb4 22 0xb0 6 2 1606 1 17 -525.000000 -591.784026 50.000000 -17.000000 3.000000 0 0 0.000000 0.000000 0.000000 0
0xb7b 2 10 0xb7 8 1604 0xb4 23 0xb0 2 2 1607 1 17 -500.000000 -635.085296 50.000000 -17.000000 2.000000 0 0 0.000000 0.000000 0.000000 0
0xb80 2 10 0xb8 3 1611 0xb5 0 0xb0 5 0 1608 1 19 -700.000000 -461.880215 50.000000 -19.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xb81 2 10 0xb8 1 1609 0xb5 1 0xb0 5 0 1609 1 18 -675.000000 -418.578945 50.000000 -18.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xb82 2 10 0xb8 2 1610 0xb5 2 0xb0 5 0 1610 1 19 -725.000000 -418.578945 50.000000 -19.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xb83 2 10 0xb8 0 1608 0xb5 3 0xb0 4 0 1611 1 18 -700.000000 -375.277675 50.000000 -18.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xb84 2 10 0xb8 7 1615 0xb5 4 0xb0 1 1 1612 1 18 -625.000000 -505.181486 50.000000 -18.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xb85 2 10 0xb8 5 1613 0xb5 5 0xb0 1 1 1613 1 17 -600.000000 -461.880215 50.000000 -17.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xb86 2 10 0xb8 6 1614 0xb5 6 0xb0 1 1 1614 1 18 -650.000000 -461.880215 50.000000 -18.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xb87 2 10 0xb8 4 1612 0xb5 7 0xb0 0 1 1615 1 17 -625.000000 -418.578945 50.000000 -17.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xb88 2 10 0xb8 11 1619 0xb5 8 0xb0 4 2 1616 1 18 -725.000000 -331.976405 50.000000 -18.000000 10.000000 0 0 0.000000 0.000000 0.000000 0
0xb89 2 10 0xb8 9 1617 0xb5 9 0xb0 0 2 1617 1 16 -600.000000 -375.277675 50.000000 -16.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xb8a 2 10 0xb8 10 1618 0xb5 10 0xb0 4 2 1618 1 17 -675.000000 -331.976405 50.000000 -17.000000 9.000000 0 0 0.000000 0.000000 0.000000 0
0xb8b 2 10 0xb8 8 1616 0xb5 11 0xb0 0 2 1619 1 17 -650.000000 -375.277675 50.000000 -17.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xb90 2 10 0xb9 3 1623 0xb5 12 0xb0 7 0 1620 1 21 -700.000000 -635.085296 50.000000 -21.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xb91 2 10 0xb9 1 1621 0xb5 13 0xb0 7 0 1621 1 20 -675.000000 -591.784026 50.000000 -20.000000 6.000000 0 0 0.000000 0.000000 0.000000 0
0xb92 2 10 0xb9 2 1622 0xb5 14 0xb0 7 0 1622 1 21 -725.000000 -591.784026 50.000000 -21.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xb93 2 10 0xb9 0 1620 0xb5 15 0xb0 6 0 1623 1 20 -700.000000 -548.482756 50.000000 -20.000000 7.000000 0 0 0.000000 0.000000 0.000000 0
0xb94 2 10 0xb9 7 1627 0xb5 16 0xb0 3 1 1624 1 20 -625.000000 -678.386566 50.000000 -20.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xb95 2 10 0xb9 5 1625 0xb5 17 0xb0 3 1 1625 1 19 -600.000000 -635.085296 50.000000 -19.000000 4.000000 0 0 0.000000 0.000000 0.000000 0
0xb96 2 10 0xb9 6 1626 0xb5 18 0xb0 3 1 1626 1 20 -650.000000 -635.085296 50.000000 -20.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xb97 2 10 0xb9 4 1624 0xb5 19 0xb0 2 1 1627 1 19 -625.000000 -591.784026 50.000000 -19.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
0xb98 2 10 0xb9 11 1631 0xb5 20 0xb0 6 2 1628 1 20 -725.000000 -505.181486 50.000000 -20.000000 8.000000 0 0 0.000000 0.000000 0.000000 0
0xb99 2 10 0xb9 9 1629 0xb5 21 0xb0 2 2 1629 1 18 -600.000000 -548.482756 50.000000 -18.000000 5.000000 0 0 0.000000 0.000000 0.000000 0
