# patch_no npixels trigger_trace_idx fadc_addr trigger_addr pdp_addr sector_no patch_x patch_y patch_q patch_r pixel_0 pixel_1 pixel_2 neighbours_0 neighbours_1 neighbours_2 neighbours_3 neighbours_4 neighbours_5 
0xa64 3 77 0xa6 0xa0 0xaa 2 -850.000000 86.602540 -15.666667 17.333333 0xaa3 0xaa8 0xaaa 0xa65 0xa71 0xa60 0xa70 0x963 0x967 
0xa65 3 77 0xa6 0xa0 0xaa 2 -850.000000 0.000000 -16.666667 16.333333 0xaa0 0xaa1 0xaa2 0xa66 0xa72 0xa61 0xa71 0xa60 0xa64 
0xa62 3 77 0xa6 0xa0 0xab 2 -775.000000 -129.903811 -16.666667 13.333333 0xab7 0xab9 0xabb 0xa63 0xa67 0xa56 0xa66 0xa55 0xa61 
0xa63 3 77 0xa6 0xa0 0xab 2 -775.000000 -216.506351 -17.666667 12.333333 0xab4 0xab5 0xab6 0xb60 0xb64 0xa57 0xa67 0xa56 0xa62 
0xa66 3 77 0xa6 0xa0 0xab 2 -850.000000 -86.602540 -17.666667 15.333333 0xab3 0xab8 0xaba 0xa67 0xa73 0xa62 0xa72 0xa61 0xa65 
0xa67 3 77 0xa6 0xa0 0xab 2 -850.000000 -173.205081 -18.666667 14.333333 0xab0 0xab1 0xab2 0xb64 0xb70 0xa63 0xa73 0xa62 0xa66 
0xa70 3 78 0xa7 0xa0 0xac 2 -925.000000 129.903811 -16.666667 19.333333 0xac7 0xac9 0xacb 0xa71 0xa75 0xa64 0xa74 0x967 0x973 
0xa71 3 78 0xa7 0xa0 0xac 2 -925.000000 43.301270 -17.666667 18.333333 0xac4 0xac5 0xac6 0xa72 0xa76 0xa65 0xa75 0xa64 0xa70 
0xa74 3 78 0xa7 0xa0 0xac 2 -1000.000000 173.205081 -17.666667 21.333333 0xac3 0xac8 0xaca 0xa75 0 0xa70 0 0x973 0x977 
0xa75 3 78 0xa7 0xa0 0xac 2 -1000.000000 86.602540 -18.666667 20.333333 0xac0 0xac1 0xac2 0xa76 0 0xa71 0 0xa70 0xa74 
0xa72 3 78 0xa7 0xa0 0xad 2 -925.000000 -43.301270 -18.666667 17.333333 0xad7 0xad9 0xadb 0xa73 0xa77 0xa66 0xa76 0xa65 0xa71 
0xa73 3 78 0xa7 0xa0 0xad 2 -925.000000 -129.903811 -19.666667 16.333333 0xad4 0xad5 0xad6 0xb70 0xb74 0xa67 0xa77 0xa66 0xa72 
0xa76 3 78 0xa7 0xa0 0xad 2 -1000.000000 0.000000 -19.666667 19.333333 0xad3 0xad8 0xada 0xa77 0 0xa72 0 0xa71 0xa75 
0xa77 3 78 0xa7 0xa0 0xad 2 -1000.000000 -86.602540 -20.666667 18.333333 0xad0 0xad1 0xad2 0xb74 0 0xa73 0 0xa72 0xa76 
0xb10 3 80 0xb1 0xb0 0xb0 2 -25.000000 -736.121593 -8.666667 -8.666667 0xb07 0xb09 0xb0b 0xb11 0xb15 0x554 0xb14 0x550 0xa13 
0xb11 3 80 0xb1 0xb0 0xb0 2 -25.000000 -822.724134 -9.666667 -9.666667 0xb04 0xb05 0xb06 0xb12 0xb16 0x560 0xb15 0x554 0xb10 
0xb14 3 80 0xb1 0xb0 0xb0 2 -100.000000 -692.820323 -9.666667 -6.666667 0xb03 0xb08 0xb0a 0xb15 0xb21 0xb10 0xb20 0xa13 0xa17 
0xb15 3 80 0xb1 0xb0 0xb0 2 -100.000000 -779.422863 -10.666667 -7.666667 0xb00 0xb01 0xb02 0xb16 0xb22 0xb11 0xb21 0xb10 0xb14 
0xb12 3 80 0xb1 0xb0 0xb1 2 -25.000000 -909.326674 -10.666667 -10.666667 0xb17 0xb19 0xb1b 0xb13 0xb17 0x564 0xb16 0x560 0xb11 
0xb13 3 80 0xb1 0xb0 0xb1 2 -25.000000 -995.929214 -11.666667 -11.666667 0xb14 0xb15 0xb16 0xc10 0xc14 0x570 0xb17 0x564 0xb12 
0xb16 3 80 0xb1 0xb0 0xb1 2 -100.000000 -866.025404 -11.666667 -8.666667 0xb13 0xb18 0xb1a 0xb17 0xb23 0xb12 0xb22 0xb11 0xb15 
0xb17 3 80 0xb1 0xb0 0xb1 2 -100.000000 -952.627944 -12.666667 -9.666667 0xb10 0xb11 0xb12 0xc14 0xc20 0xb13 0xb23 0xb12 0xb16 
0xb20 3 81 0xb2 0xb0 0xb2 2 -175.000000 -649.519053 -10.666667 -4.666667 0xb27 0xb29 0xb2b 0xb21 0xb25 0xb14 0xb24 0xa17 0xa23 
0xb21 3 81 0xb2 0xb0 0xb2 2 -175.000000 -736.121593 -11.666667 -5.666667 0xb24 0xb25 0xb26 0xb22 0xb26 0xb15 0xb25 0xb14 0xb20 
0xb24 3 81 0xb2 0xb0 0xb2 2 -250.000000 -606.217783 -11.666667 -2.666667 0xb23 0xb28 0xb2a 0xb25 0xb31 0xb20 0xb30 0xa23 0xa27 
0xb25 3 81 0xb2 0xb0 0xb2 2 -250.000000 -692.820323 -12.666667 -3.666667 0xb20 0xb21 0xb22 0xb26 0xb32 0xb21 0xb31 0xb20 0xb24 
0xb22 3 81 0xb2 0xb0 0xb3 2 -175.000000 -822.724134 -12.666667 -6.666667 0xb37 0xb39 0xb3b 0xb23 0xb27 0xb16 0xb26 0xb15 0xb21 
0xb23 3 81 0xb2 0xb0 0xb3 2 -175.000000 -909.326674 -13.666667 -7.666667 0xb34 0xb35 0xb36 0xc20 0xc24 0xb17 0xb27 0xb16 0xb22 
0xb26 3 81 0xb2 0xb0 0xb3 2 -250.000000 -779.422863 -13.666667 -4.666667 0xb33 0xb38 0xb3a 0xb27 0xb33 0xb22 0xb32 0xb21 0xb25 
0xb27 3 81 0xb2 0xb0 0xb3 2 -250.000000 -866.025404 -14.666667 -5.666667 0xb30 0xb31 0xb32 0xc24 0xc30 0xb23 0xb33 0xb22 0xb26 
0xb30 3 82 0xb3 0xb0 0xb4 2 -325.000000 -562.916512 -12.666667 -0.666667 0xb47 0xb49 0xb4b 0xb31 0xb35 0xb24 0xb34 0xa27 0xa33 
0xb31 3 82 0xb3 0xb0 0xb4 2 -325.000000 -649.519053 -13.666667 -1.666667 0xb44 0xb45 0xb46 0xb32 0xb36 0xb25 0xb35 0xb24 0xb30 
0xb34 3 82 0xb3 0xb0 0xb4 2 -400.000000 -519.615242 -13.666667 1.333333 0xb43 0xb48 0xb4a 0xb35 0xb41 0xb30 0xb40 0xa33 0xa37 
0xb35 3 82 0xb3 0xb0 0xb4 2 -400.000000 -606.217783 -14.666667 0.333333 0xb40 0xb41 0xb42 0xb36 0xb42 0xb31 0xb41 0xb30 0xb34 
0xb32 3 82 0xb3 0xb0 0xb5 2 -325.000000 -736.121593 -14.666667 -2.666667 0xb57 0xb59 0xb5b 0xb33 0xb37 0xb26 0xb36 0xb25 0xb31 
0xb33 3 82 0xb3 0xb0 0xb5 2 -325.000000 -822.724134 -15.666667 -3.666667 0xb54 0xb55 0xb56 0xc30 0xc34 0xb27 0xb37 0xb26 0xb32 
0xb36 3 82 0xb3 0xb0 0xb5 2 -400.000000 -692.820323 -15.666667 -0.666667 0xb53 0xb58 0xb5a 0xb37 0xb43 0xb32 0xb42 0xb31 0xb35 
0xb37 3 82 0xb3 0xb0 0xb5 2 -400.000000 -779.422863 -16.666667 -1.666667 0xb50 0xb51 0xb52 0xc34 0xc40 0xb33 0xb43 0xb32 0xb36 
0xb40 3 83 0xb4 0xb0 0xb6 2 -475.000000 -476.313972 -14.666667 3.333333 0xb67 0xb69 0xb6b 0xb41 0xb45 0xb34 0xb44 0xa37 0xa43 
0xb41 3 83 0xb4 0xb0 0xb6 2 -475.000000 -562.916512 -15.666667 2.333333 0xb64 0xb65 0xb66 0xb42 0xb46 0xb35 0xb45 0xb34 0xb40 
0xb44 3 83 0xb4 0xb0 0xb6 2 -550.000000 -433.012702 -15.666667 5.333333 0xb63 0xb68 0xb6a 0xb45 0xb51 0xb40 0xb50 0xa43 0xa47 
0xb45 3 83 0xb4 0xb0 0xb6 2 -550.000000 -519.615242 -16.666667 4.333333 0xb60 0xb61 0xb62 0xb46 0xb52 0xb41 0xb51 0xb40 0xb44 
0xb42 3 83 0xb4 0xb0 0xb7 2 -475.000000 -649.519053 -16.666667 1.333333 0xb77 0xb79 0xb7b 0xb43 0xb47 0xb36 0xb46 0xb35 0xb41 
0xb43 3 83 0xb4 0xb0 0xb7 2 -475.000000 -736.121593 -17.666667 0.333333 0xb74 0xb75 0xb76 0xc40 0xc44 0xb37 0xb47 0xb36 0xb42 
0xb46 3 83 0xb4 0xb0 0xb7 2 -550.000000 -606.217783 -17.666667 3.333333 0xb73 0xb78 0xb7a 0xb47 0xb53 0xb42 0xb52 0xb41 0xb45 
0xb47 3 83 0xb4 0xb0 0xb7 2 -550.000000 -692.820323 -18.666667 2.333333 0xb70 0xb71 0xb72 0xc44 0xc50 0xb43 0xb53 0xb42 0xb46 
0xb50 3 84 0xb5 0xb0 0xb8 2 -625.000000 -389.711432 -16.666667 7.333333 0xb87 0xb89 0xb8b 0xb51 0xb55 0xb44 0xb54 0xa47 0xa53 
0xb51 3 84 0xb5 0xb0 0xb8 2 -625.000000 -476.313972 -17.666667 6.333333 0xb84 0xb85 0xb86 0xb52 0xb56 0xb45 0xb55 0xb44 0xb50 
0xb54 3 84 0xb5 0xb0 0xb8 2 -700.000000 -346.410162 -17.666667 9.333333 0xb83 0xb88 0xb8a 0xb55 0xb61 0xb50 0xb60 0xa53 0xa57 
0xb55 3 84 0xb5 0xb0 0xb8 2 -700.000000 -433.012702 -18.666667 8.333333 0xb80 0xb81 0xb82 0xb56 0xb62 0xb51 0xb61 0xb50 0xb54 
0xb52 3 84 0xb5 0xb0 0xb9 2 -625.000000 -562.916512 -18.666667 5.333333 0xb97 0xb99 0xb9b 0xb53 0xb57 0xb46 0xb56 0xb45 0xb51 
0xb53 3 84 0xb5 0xb0 0xb9 2 -625.000000 -649.519053 -19.666667 4.333333 0xb94 0xb95 0xb96 0xc50 0xc54 0xb47 0xb57 0xb46 0xb52 
0xb56 3 84 0xb5 0xb0 0xb9 2 -700.000000 -519.615242 -19.666667 7.333333 0xb93 0xb98 0xb9a 0xb57 0xb63 0xb52 0xb62 0xb51 0xb55 
0xb57 3 84 0xb5 0xb0 0xb9 2 -700.000000 -606.217783 -20.666667 6.333333 0xb90 0xb91 0xb92 0xc54 0xc60 0xb53 0xb63 0xb52 0xb56 
0xb60 3 85 0xb6 0xb0 0xba 2 -775.000000 -303.108891 -18.666667 11.333333 0xba7 0xba9 0xbab 0xb61 0xb65 0xb54 0xb64 0xa57 0xa63 
0xb61 3 85 0xb6 0xb0 0xba 2 -775.000000 -389.711432 -19.666667 10.333333 0xba4 0xba5 0xba6 0xb62 0xb66 0xb55 0xb65 0xb54 0xb60 
0xb64 3 85 0xb6 0xb0 0xba 2 -850.000000 -259.807621 -19.666667 13.333333 0xba3 0xba8 0xbaa 0xb65 0xb71 0xb60 0xb70 0xa63 0xa67 
0xb65 3 85 0xb6 0xb0 0xba 2 -850.000000 -346.410162 -20.666667 12.333333 0xba0 0xba1 0xba2 0xb66 0xb72 0xb61 0xb71 0xb60 0xb64 
0xb62 3 85 0xb6 0xb0 0xbb 2 -775.000000 -476.313972 -20.666667 9.333333 0xbb7 0xbb9 0xbbb 0xb63 0xb67 0xb56 0xb66 0xb55 0xb61 
0xb63 3 85 0xb6 0xb0 0xbb 2 -775.000000 -562.916512 -21.666667 8.333333 0xbb4 0xbb5 0xbb6 0xc60 0xc64 0xb57 0xb67 0xb56 0xb62 
0xb66 3 85 0xb6 0xb0 0xbb 2 -850.000000 -433.012702 -21.666667 11.333333 0xbb3 0xbb8 0xbba 0xb67 0xb73 0xb62 0xb72 0xb61 0xb65 
0xb67 3 85 0xb6 0xb0 0xbb 2 -850.000000 -519.615242 -22.666667 10.333333 0xbb0 0xbb1 0xbb2 0xc64 0xc70 0xb63 0xb73 0xb62 0xb66 
0xb70 3 86 0xb7 0xb0 0xbc 2 -925.000000 -216.506351 -20.666667 15.333333 0xbc7 0xbc9 0xbcb 0xb71 0xb75 0xb64 0xb74 0xa67 0xa73 
0xb71 3 86 0xb7 0xb0 0xbc 2 -925.000000 -303.108891 -21.666667 14.333333 0xbc4 0xbc5 0xbc6 0xb72 0xb76 0xb65 0xb75 0xb64 0xb70 
0xb74 3 86 0xb7 0xb0 0xbc 2 -1000.000000 -173.205081 -21.666667 17.333333 0xbc3 0xbc8 0xbca 0xb75 0 0xb70 0 0xa73 0xa77 
0xb75 3 86 0xb7 0xb0 0xbc 2 -1000.000000 -259.807621 -22.666667 16.333333 0xbc0 0xbc1 0xbc2 0xb76 0 0xb71 0 0xb70 0xb74 
0xb72 3 86 0xb7 0xb0 0xbd 2 -925.000000 -389.711432 -22.666667 13.333333 0xbd7 0xbd9 0xbdb 0xb73 0xb77 0xb66 0xb76 0xb65 0xb71 
0xb73 3 86 0xb7 0xb0 0xbd 2 -925.000000 -476.313972 -23.666667 12.333333 0xbd4 0xbd5 0xbd6 0xc70 0xc74 0xb67 0xb77 0xb66 0xb72 
0xb76 3 86 0xb7 0xb0 0xbd 2 -1000.000000 -346.410162 -23.666667 15.333333 0xbd3 0xbd8 0xbda 0xb77 0 0xb72 0 0xb71 0xb75 
0xb77 3 86 0xb7 0xb0 0xbd 2 -1000.000000 -433.012702 -24.666667 14.333333 0xbd0 0xbd1 0xbd2 0xc74 0 0xb73 0 0xb72 0xb76 
0xc10 3 88 0xc1 0xc0 0xc0 2 -25.000000 -1082.531755 -12.666667 -12.666667 0xc07 0xc09 0xc0b 0xc11 0xc15 0x574 0xc14 0x570 0xb13 
0xc11 2 88 0xc1 0xc0 0xc0 2 -25.000000 -1169.134295 -13.666667 -13.666667 0xc04 0xc05 0xc06 0 0 0 0xc15 0x574 0xc10 
0xc14 3 88 0xc1 0xc0 0xc0 2 -100.000000 -1039.230485 -13.666667 -10.666667 0xc03 0xc08 0xc0a 0xc15 0xc21 0xc10 0xc20 0xb13 0xb17 
0xc15 3 88 0xc1 0xc0 0xc0 2 -100.000000 -1125.833025 -14.666667 -11.666667 0xc00 0xc01 0xc02 0 0 0xc11 0xc21 0xc10 0xc14 
0xc20 3 89 0xc2 0xc0 0xc2 2 -175.000000 -995.929214 -14.666667 -8.666667 0xc27 0xc29 0xc2b 0xc21 0xc25 0xc14 0xc24 0xb17 0xb23 
0xc21 3 89 0xc2 0xc0 0xc2 2 -175.000000 -1082.531755 -15.666667 -9.666667 0xc24 0xc25 0xc26 0 0 0xc15 0xc25 0xc14 0xc20 
0xc24 3 89 0xc2 0xc0 0xc2 2 -250.000000 -952.627944 -15.666667 -6.666667 0xc23 0xc28 0xc2a 0xc25 0xc31 0xc20 0xc30 0xb23 0xb27 
0xc25 3 89 0xc2 0xc0 0xc2 2 -250.000000 -1039.230485 -16.666667 -7.666667 0xc20 0xc21 0xc22 0 0 0xc21 0xc31 0xc20 0xc24 
0xc30 3 90 0xc3 0xc0 0xc4 2 -325.000000 -909.326674 -16.666667 -4.666667 0xc47 0xc49 0xc4b 0xc31 0xc35 0xc24 0xc34 0xb27 0xb33 
0xc31 3 90 0xc3 0xc0 0xc4 2 -325.000000 -995.929214 -17.666667 -5.666667 0xc44 0xc45 0xc46 0 0 0xc25 0xc35 0xc24 0xc30 
0xc34 3 90 0xc3 0xc0 0xc4 2 -400.000000 -866.025404 -17.666667 -2.666667 0xc43 0xc48 0xc4a 0xc35 0xc41 0xc30 0xc40 0xb33 0xb37 
0xc35 3 90 0xc3 0xc0 0xc4 2 -400.000000 -952.627944 -18.666667 -3.666667 0xc40 0xc41 0xc42 0 0 0xc31 0xc41 0xc30 0xc34 
0xc40 3 91 0xc4 0xc0 0xc6 2 -475.000000 -822.724134 -18.666667 -0.666667 0xc67 0xc69 0xc6b 0xc41 0xc45 0xc34 0xc44 0xb37 0xb43 
0xc41 3 91 0xc4 0xc0 0xc6 2 -475.000000 -909.326674 -19.666667 -1.666667 0xc64 0xc65 0xc66 0 0 0xc35 0xc45 0xc34 0xc40 
0xc44 3 91 0xc4 0xc0 0xc6 2 -550.000000 -779.422863 -19.666667 1.333333 0xc63 0xc68 0xc6a 0xc45 0xc51 0xc40 0xc50 0xb43 0xb47 
0xc45 3 91 0xc4 0xc0 0xc6 2 -550.000000 -866.025404 -20.666667 0.333333 0xc60 0xc61 0xc62 0 0 0xc41 0xc51 0xc40 0xc44 
0xc50 3 92 0xc5 0xc0 0xc8 2 -625.000000 -736.121593 -20.666667 3.333333 0xc87 0xc89 0xc8b 0xc51 0xc55 0xc44 0xc54 0xb47 0xb53 
0xc51 3 92 0xc5 0xc0 0xc8 2 -625.000000 -822.724134 -21.666667 2.333333 0xc84 0xc85 0xc86 0 0 0xc45 0xc55 0xc44 0xc50 
0xc54 3 92 0xc5 0xc0 0xc8 2 -700.000000 -692.820323 -21.666667 5.333333 0xc83 0xc88 0xc8a 0xc55 0xc61 0xc50 0xc60 0xb53 0xb57 
0xc55 3 92 0xc5 0xc0 0xc8 2 -700.000000 -779.422863 -22.666667 4.333333 0xc80 0xc81 0xc82 0 0 0xc51 0xc61 0xc50 0xc54 
0xc60 3 93 0xc6 0xc0 0xca 2 -775.000000 -649.519053 -22.666667 7.333333 0xca7 0xca9 0xcab 0xc61 0xc65 0xc54 0xc64 0xb57 0xb63 
0xc61 3 93 0xc6 0xc0 0xca 2 -775.000000 -736.121593 -23.666667 6.333333 0xca4 0xca5 0xca6 0 0 0xc55 0xc65 0xc54 0xc60 
0xc64 3 93 0xc6 0xc0 0xca 2 -850.000000 -606.217783 -23.666667 9.333333 0xca3 0xca8 0xcaa 0xc65 0xc71 0xc60 0xc70 0xb63 0xb67 
0xc65 3 93 0xc6 0xc0 0xca 2 -850.000000 -692.820323 -24.666667 8.333333 0xca0 0xca1 0xca2 0 0 0xc61 0xc71 0xc60 0xc64 
0xc70 3 94 0xc7 0xc0 0xcc 2 -925.000000 -562.916512 -24.666667 11.333333 0xcc7 0xcc9 0xccb 0xc71 0xc75 0xc64 0xc74 0xb67 0xb73 
0xc71 3 94 0xc7 0xc0 0xcc 2 -925.000000 -649.519053 -25.666667 10.333333 0xcc4 0xcc5 0xcc6 0 0 0xc65 0xc75 0xc64 0xc70 
0xc74 3 94 0xc7 0xc0 0xcc 2 -1000.000000 -519.615242 -25.666667 13.333333 0xcc3 0xcc8 0xcca 0xc75 0 0xc70 0 0xb73 0xb77 
0xc75 3 94 0xc7 0xc0 0xcc 2 -1000.000000 -606.217783 -26.666667 12.333333 0xcc0 0xcc1 0xcc2 0 0 0xc71 0 0xc70 0xc74 
